,image,text
62,image/12.jpg,Two men are at an intersection on motorcycles.
63,image/12.jpg,The man are driving side by side on their motorcycles. 
64,image/12.jpg,Two men on motorcycles at a stop light
65,image/13.jpg,A row of motorcycles parked in front of a building.
66,image/13.jpg,A bunch of motorcycles parked on the side of the road
67,image/13.jpg,a back ally neighborhood with motor bikes in a row
68,image/13.jpg,A number of motorbikes parked on an alley
69,image/13.jpg,a bunch of motorcycles parked along the side of the street 
70,image/14.jpg,A fluffy white chair that faces away fro a television.
71,image/14.jpg,A pillow covered reading chair in the corner of the living room
72,image/14.jpg,The living room is empty with the television on. 
73,image/14.jpg,White ornate seat in nicely decorated room with television.
74,image/14.jpg,"A white chair, books and shelves and a tv on in this room."
75,image/15.jpg,A painting of a table with fruit on top of it.
76,image/15.jpg,"Painting of oranges, a bowl, candle, and a pitcher"
77,image/15.jpg,a painting of fruit and a candle with a vase
78,image/15.jpg,"A painting of a candlestick holder with a candle, several pieces of fruit and a vase, with a gold frame around the painting."
79,image/15.jpg,A painting that has a gold frame on it.
80,image/16.jpg,Vegetables are displayed in a wooden barrel outdoors.
81,image/16.jpg,A bunch of bananas are sitting on the stand.
82,image/16.jpg,The cart has bananas or plantains piled on it. 
83,image/16.jpg,a box of green bananas and a box of ripe bananas 
84,image/16.jpg,A large number of green and yellow bananas in wooden containers.
85,image/17.jpg,A motorbike sitting in front of a wine display case
86,image/17.jpg,A motor bike and some wine in a room.
87,image/17.jpg,A dirt bike sitting on a counter by some wine bottles.
88,image/17.jpg,a motorcycle standing in front a winery 
89,image/17.jpg,A bike sits among bottles of wine on a shelf. 
90,image/18.jpg,A large jetliner sitting on top of an airport runway.
91,image/18.jpg,Airline employees by an aircraft parked at the gate
92,image/18.jpg,The plane is parked at the gate at the airport terminal.
93,image/18.jpg,View from gate of jet connected to jet way for passengers to board or deplane
94,image/18.jpg,A large white airplane and a person on a lot.
95,image/19.jpg,An airport filled with planes sitting on tarmacs.
96,image/19.jpg,The view of runway from behind the windows of airport.
97,image/19.jpg,a truck driving towards some planes parked on the runway
98,image/19.jpg,Planes on a wet tarmac unloading at arrival gates.
99,image/19.jpg,"Window view from the inside of airplanes, baggage carrier and tarmac. "
100,image/20.jpg,A small blue plane sitting on top of a field.
101,image/20.jpg,an E2 airplane painted blue with black and white stripes 
102,image/20.jpg,An old warplane is on display in a field.  
103,image/20.jpg,a blue small plane standing at the airstrip
104,image/20.jpg,Model airplane with an American insignia and stripes on wings.
105,image/21.jpg,A motorcycle sits parked across from a herd of livestock.
106,image/21.jpg,"A motorbike, people and sheep in the background"
107,image/21.jpg,A motorcycle parked on top of a sandy beach.
108,image/21.jpg,A motorcycle in the foreground parked in a dirt parking lot
109,image/21.jpg,A multicolored motorcycle rests outside of a sheep farm.
110,image/22.jpg,A large white dog is sitting on a bench beside an elderly man.
111,image/22.jpg,A large white dog sits on a bench with people next to a path.
112,image/22.jpg,A large dog sits just his bottom on a park bench.
113,image/22.jpg,A dog sitting on a bench next to an old man.
114,image/22.jpg,A couple of people sitting on a bench next to a dog.
115,image/23.jpg,A couple of traffic lights sitting under a cloudy sky.
116,image/23.jpg,a street light has the red lights glowing
117,image/23.jpg,The traffic lights are clearly visible for all of us to see. 
118,image/23.jpg,a pole with a stop lights attached to it
119,image/23.jpg,two sets of street lights attached to a pole 
120,image/24.jpg,An eating area with a table and a few chairs.
121,image/24.jpg,Table situated in corner of room with a vase for a center piece
122,image/24.jpg,A wooden table sitting below a bunch of windows.
123,image/24.jpg,A dining room table next to windows overlooking woods
124,image/24.jpg,A wooden dining table is surrounded by windows.
125,image/25.jpg,A little girl in a pink shirt standing near a blue metal sculpture.
126,image/25.jpg,People are standing outside in a busy city street.
127,image/25.jpg,Woman taking a picture of someone standing behind a sculpture and a child pushing another woman towards the sculpture. 
128,image/25.jpg,People in a inner city courtyard watching a performance. 
129,image/25.jpg,A woman snaps a photo of people having fun in the courtyard.
130,image/26.jpg,A herd of sheep standing on top of snow covered field.
131,image/26.jpg,Several sheep grazing in a field of tall grass in front of a building.
132,image/26.jpg,Group of sheep and mountain out front of old house.
133,image/26.jpg,A flock of sheep standing around in the middle of a pen.
134,image/26.jpg,Sheep are grazing in a snow dusted field. 
135,image/27.jpg,A flock of small birds flying in the sky over the water.
136,image/27.jpg,Several birds that are flying together over a body of water.
137,image/27.jpg,A flock of birds flying over a field.
138,image/27.jpg,A black and white image showing birds flying over a body of water.
139,image/27.jpg,A group of birds flying over the water
140,image/28.jpg,A swan is floating down the river by the boat.
141,image/28.jpg,A boat with flags and tents is docked next to a grassy bank.
142,image/28.jpg,A boat that is decorated with flags on the water. 
143,image/28.jpg,a parked boat with some items inside of it 
144,image/28.jpg,A large red boat sitting next to a lush green shore.
145,image/29.jpg,A giraffe grazing on a tree in the wilderness with other wildlife
146,image/29.jpg,Several giraffes eating leaves from the ground and tree.
147,image/29.jpg,Two giraffes and another animal in a field.
148,image/29.jpg,Several giraffe eating the leaves from neighboring trees.
149,image/29.jpg,Giraffes are feeding on the trees and grass.
150,image/30.jpg,there are blue lights shining threw palm trees 
151,image/30.jpg,A fire hydrant pouring water from it with a neon blue glow to it.
152,image/30.jpg,Reflections of light streaming thru a building window at night.
153,image/30.jpg,a fire hydrant on a city street 
154,image/30.jpg,A yellow fire hydrant that is on the side of the street.
155,image/31.jpg,A bird in a pot eating a fruit.
156,image/31.jpg,a black bird is eating an apple in a pot of dirt
157,image/31.jpg,there is a black bird standing in a flower pot eating an apple
158,image/31.jpg,A bird in a flower pot eating an apple
159,image/31.jpg,A black bird sits in a flower boy.
160,image/32.jpg,A tall massive clock tower towering over a city.
161,image/32.jpg,A couple of street signs hanging on a pole
162,image/32.jpg,An old black and white photo of Pennsylvania Avenue.
163,image/32.jpg,A large stately building is adorned with steeple and a tower.
164,image/32.jpg,The large ornate building with the clock tower and cupolas sits on the Pennsylvania Avenue and 11th St.
165,image/33.jpg,Two ducks floating together on a body of water. 
166,image/33.jpg,Two ducks are swimming in the green colored pond.
167,image/33.jpg,Two Canadian geese swim in a green pond.
168,image/33.jpg,Two ducks swim in a pond with green water.
169,image/33.jpg,Two swam swimming next to each other on a lake.
170,image/34.jpg,A large wooden pole with a green street sign hanging from it.
171,image/34.jpg,street signs on the corner of Gladys and Detroit
172,image/34.jpg,The signs give the street names and show where to park.
173,image/34.jpg,A wooden utility pole sports several street signs.
174,image/34.jpg,The street signs for Gladys and Detroit streets are attached to a wooden pole.
175,image/35.jpg,a ram is looking at the camera and standing on some grass
176,image/35.jpg,A large sheep bends his head towards some grass
177,image/35.jpg,A very large sheep is standing in the grass.
178,image/35.jpg,"A sheep looks at the camera, by the side of the road."
179,image/35.jpg,A woolly sheep stands in the grass looking at the camera. 
180,image/36.jpg,A man with a snowboard next to a man with a mask.
181,image/36.jpg,Man with snowboard standing next to another wearing a mask and crazy hands.
182,image/36.jpg,A man holding a snowboard next to a man in scary costume.
183,image/36.jpg,A man wearing a mask with a sbowboarder.
184,image/36.jpg,Snowboarder holding a pink board being hugged by man in costume. 
185,image/37.jpg,Many different signs cover a post next to a bus stop.
186,image/37.jpg,A bus stop with advertising signs attached to a pole nearby.
187,image/37.jpg,Street signs clutter a pole on an empty street.
188,image/37.jpg,A street signs and board at a road junction near a building
189,image/37.jpg,Many posters are placed on the pole across the street from houses.
190,image/38.jpg,A cow standing near a curb in front of a store. 
191,image/38.jpg,There is a cow on the sidewalk standing in front of a door. 
192,image/38.jpg,A cow on the sidewalk on a corner in front of a store 
193,image/38.jpg,Cow standing on sidewalk in city area near shops.
194,image/38.jpg,A cow on a city sidewalk in front of a business.
195,image/39.jpg,The animal is standing by the booth at the event.
196,image/39.jpg,A brown cow standing next to a store with lots of water.
197,image/39.jpg,A cow is standing in front of a shop.
198,image/39.jpg,A bull standing in front of a street vendor .
199,image/39.jpg,a brown and white ox a motorcycle and a shop
200,image/40.jpg,a cat that is eating some kind of banana
201,image/40.jpg,A person feeding a cat with a banana
202,image/40.jpg,A house cat is taking a bite from a banana.
203,image/40.jpg,A cat eating a banana from someone's hand 
204,image/40.jpg,A cat feeding on a banana with a person feeding it to it.
205,image/41.jpg,A gray tiger cat sitting at a wooden table on a chair.
206,image/41.jpg,A grey cat sitting in chair next to a table.
207,image/41.jpg,A cat sitting in a chair pulled up to a table.
208,image/41.jpg,A cat sitting in a chair at a table with a book on it.
209,image/41.jpg,A cat sitting in a chair by a table.
210,image/42.jpg,two cows outside one laying down and the other standing near a building 
211,image/42.jpg,The white scared cow in a Tibetan city.
212,image/42.jpg,A cow standing in a grassy open field.
213,image/42.jpg,A herd of cattle sitting and standing on a lush green field.
214,image/42.jpg,There white cows in grassy area with temples in background.
215,image/43.jpg,Two cows grazing on grass in a field by a house.
216,image/43.jpg,A white faced cow stands in the tall grass.
217,image/43.jpg,Cows standing in a grassy meadow in front of a house.
218,image/43.jpg,a cow in a field near trees and bushes
219,image/43.jpg,a cow stands in the grassy area of a yard 
220,image/44.jpg,An image of a very cute girl with face piercings.
221,image/44.jpg,Painting of girl that has multiple piercings on face
222,image/44.jpg,A young brunette woman with multiple face piercings.
223,image/44.jpg,A young woman with green eyes and piercings all over her face.
224,image/44.jpg,A drawing of a young woman with many facial piercings.
225,image/45.jpg,Several elephants are in a habitat as heads are in the foreground.
226,image/45.jpg,A small gray elephant  standing in an exhibit at a zoo.
227,image/45.jpg,People are watching four elephants in a zoo.
228,image/45.jpg,Several elephants in zoo enclosure with onlookers watching.
229,image/45.jpg,An elephant in a zoo stands in front of the crowd.
230,image/46.jpg,An elephant standing under the shade of a tree.
231,image/46.jpg,An elephant standing in the middle of a rocky environment.
232,image/46.jpg,An elephant is alone in a wooded enclosure.
233,image/46.jpg,An elephant standing in a shaded cleaning in a wooded area.
234,image/46.jpg,An elephant walks alone past some big rocks boulders in an open field
235,image/47.jpg,"Two kayaks, one pink the other yellow, on bank of water. "
236,image/47.jpg,Two kayaks rest on the shore of a body of water.
237,image/47.jpg,Two kayaks sitting on the shore of a body of water.
238,image/47.jpg,Two kayaks are shown on the shore. 
239,image/47.jpg,Two kayaks are sitting on a river bank empty.
240,image/48.jpg,A blue boat docked on a green lush shore.
241,image/48.jpg,A  small marina with boats docked there
242,image/48.jpg,a group of boats sitting together with no one around
243,image/48.jpg,Some boats parked in the water at a dock
244,image/48.jpg,boats sitting around the side of a lake by a tree
245,image/49.jpg,An elephant and a rhinoceros stand not far from each other.
246,image/49.jpg,A rhino is near an elephant near a water hold in the forest.
247,image/49.jpg,An elephant and a rhinoceros share a field with a pond.
248,image/49.jpg,An elephant and a rhino are grazing in an open wooded area.
249,image/49.jpg,An elephant walking not to far from a rhino in a forest.
250,image/50.jpg,A woman embracing a child carrying a bag of luggage.
251,image/50.jpg,Woman hugging a small girl with green and blue luggage. 
252,image/50.jpg,A woman hugging a girl who is holding a suitcase.
253,image/50.jpg,A woman with her arms around a girl who's holding a suitcase.
254,image/50.jpg,An adult and child standing with a suitcase.
255,image/51.jpg,A pinup-style photo of a woman sitting on a luggage trunk.
256,image/51.jpg,A women is waiting while sitting on a large trunk
257,image/51.jpg,a woman shades her eyes while sitting on a chest 
258,image/51.jpg,A woman sits on a luggage case on a sidewalk. 
259,image/51.jpg,A woman sitting on a trunk wearing a polka dot dress with a red belt.
260,image/52.jpg,A woman sitting on a piece of luggage in a field.
261,image/52.jpg,a woman sits on a brief case in the woods 
262,image/52.jpg,A girl with a lot of tattoos sitting on a a piece of luggage.
263,image/52.jpg,A woman with lots of tattoos sits on a suitcase in a forest. 
264,image/52.jpg,Lady with arm full of tattoos sitting on her suitcase.
265,image/53.jpg,Young boy sitting on top of a briefcase
266,image/53.jpg,A young baby sits on top of a briefcase.
267,image/53.jpg,A little boy sitting on a suitcase on the floor.
268,image/53.jpg,A small child sitting on top of a briefcase.  
269,image/53.jpg,A toddler boy is sitting on a brief case.
270,image/54.jpg,A golden retriever laying down on the side of a pool.
271,image/54.jpg,A large brown dog laying next to a blue pool.
272,image/54.jpg,A golden retriever sleeps at the edge of the pool.
273,image/54.jpg,A swimming pool in a yard that has a cinderblock wall all the way around it and a dog sitting at the edge of the pool.
274,image/54.jpg,A dog laying down next to a pool in a backyard.
275,image/55.jpg,Two women walking side by side holding umbrellas.
276,image/55.jpg,an image of two girls walking with umbrellas
277,image/55.jpg,Two girls are each carrying an umbrella walking.
278,image/55.jpg,"Two young girls walking in front of a building, holding umbrellas."
279,image/55.jpg,A couple of kids walking with umbrellas in their hands.
280,image/56.jpg,Shaggy dog gets dinner served on a plate.
281,image/56.jpg,A small black dog standing over a plate of food.
282,image/56.jpg,A small dog eating a plate of broccoli.  
283,image/56.jpg,"A black dog being given broccoli to eat.
"
284,image/56.jpg,There is a dog staring at a plate of food
285,image/57.jpg,A person on the beach next to the ocean. 
286,image/57.jpg,there is a man that is running in the sand on a beach
287,image/57.jpg,A man in a wetsuit running on the beach.
288,image/57.jpg,"A person is running on a clear, flat beach."
289,image/57.jpg,A person running a long a beach when it is almost empty.
290,image/58.jpg,a person and a dog are standing near some cliffs
291,image/58.jpg,A person walks with a backpack being followed by a dog.
292,image/58.jpg,A hiker and dogs are walking in a canyon.
293,image/58.jpg,A person walks along on a patch of sand near some rocks.
294,image/58.jpg,A person walking across a desert filled surrounded by mountains.
295,image/59.jpg,A close up of a zebra foraging on some grass
296,image/59.jpg,A zebra grazing on long dry grass in a field.
297,image/59.jpg,THERE IS A BLACK AND WHITE IMAGE OF A ZEBRA EATING GRASS
298,image/59.jpg,A zebra grazes on grass in a grassy field.
299,image/59.jpg,A black and white photograph of a zebra grazing.
300,image/60.jpg,A zebra is standing outside in the snow
301,image/60.jpg,One zebra standing in snow near a stone wall.
302,image/60.jpg,A zebra is standing in a snowy field.
303,image/60.jpg,A zebra stands in snow in front of a wall. 
304,image/60.jpg,A zebra standing alone in the snow with a stone block wall and wooden fence behind it.
305,image/61.jpg,An antilope is eating grass in between two zebra.
306,image/61.jpg,Several zebras eat the green grass in the pasture.
307,image/61.jpg,Two zebras and another animal grazing in the grass.
308,image/61.jpg,Three zebra in the middle of a field with a body of water in the distance.
309,image/61.jpg,Three Zebra's eating grass as they walk. 
310,image/62.jpg,Two zebras fighting in a cloud of dust
311,image/62.jpg,Two zebras fighting in a open area with green bushes.
312,image/62.jpg,Two zebras are battling each other on hind legs.
313,image/62.jpg,Two zebra having a fight on top of a dry grass field.
314,image/62.jpg,Two zebras in a jungle area fighting in a dirt area.
315,image/63.jpg,Horse figurines next to walk on a table.
316,image/63.jpg,A set of three different plastic horse figurines.
317,image/63.jpg,Three different horse figurines are placed beside each other. 
318,image/63.jpg,Three plastic horse figurines standing next to each other on a shelf.
319,image/63.jpg,Three model horses on a table in front of a pegboard backdrop.
320,image/64.jpg,A woman standing in front of a brown horse.
321,image/64.jpg,A young woman in a leather coat about to pet a horse
322,image/64.jpg,A woman is standing next to a black and white horse.
323,image/64.jpg,A woman is feeding a horse at a ranch.
324,image/64.jpg,a woman going to touch a horse in a field
325,image/65.jpg,A man riding a horse with trees and buildings in background.
326,image/65.jpg,A rider gallops on his horse in the grass.
327,image/65.jpg,A horseback rider is somewhat in the background of the field. 
328,image/65.jpg,A man riding a horse during a jumping competition. 
329,image/65.jpg,A person on a horse on a field with a building in the background.
330,image/66.jpg,A man in black leading an all white horse
331,image/66.jpg,Mythical character with white horse standing on grooved surface.
332,image/66.jpg,"A white horse with blue haunches stands next to an elegantly dressed, black-haired man holding a sword."
333,image/66.jpg,A person with a horse and a sword.
334,image/66.jpg,a couple of small figures of a man and a horse
335,image/67.jpg,A try with a banana and two oranges visible on it
336,image/67.jpg,Banana and oranges on a lunch try next to bowls.
337,image/67.jpg,a white tray with a banana and two tangerines and a plate and bowl
338,image/67.jpg,"A banana sits by two oranges, a bowl and a white plate on a white tray."
339,image/67.jpg,a banana and two oranges sit on a tray next to a bowl and a plate
340,image/68.jpg,A group of children playing baseball out side.
341,image/68.jpg,Group of children with baseball gloves throwing balls back and forth.
342,image/68.jpg,Some children are playing softball on a field.
343,image/68.jpg,this is a group of children playing baseball
344,image/68.jpg,A group of kids that are standing in the grass.
345,image/69.jpg,A person wearing a banana headdress and necklace
346,image/69.jpg,A lady dressed in a blue and purple outfit wearing a hat made of fruit.
347,image/69.jpg,A person wearing a hat made out of yellow bananas.
348,image/69.jpg,Person with bananas on head and banana necklace.
349,image/69.jpg,A woman wears a hat that is made of bananas
350,image/70.jpg,A man in hat made of bananas standing in room by men.
351,image/70.jpg,A man wearing a colorful outfit and a hat made of bananas.
352,image/70.jpg,A man that has bananas on his head and shoulders.
353,image/70.jpg,a man wearing a plastic banana hat and necklace
354,image/70.jpg,A smiling guy with a very funny looking hat of bananas.
355,image/71.jpg,A baseball player preparing to throw a pitch during a game.
356,image/71.jpg,A man that is standing in the dirt with a glove.
357,image/71.jpg,A baseball player lunges and reaches back with the ball.
358,image/71.jpg,A baseball player pitching a baseball on top of a field.
359,image/71.jpg,A man in a Rays uniform is throwing a baseball
360,image/72.jpg,Several slices of bread with side salads on a table.
361,image/72.jpg,"A table with a plate of cut pizza, two plates of salad, and a can of soda."
362,image/72.jpg,"Three plates of food consisting of pizza, salads, rice and a can of cola"
363,image/72.jpg,Several plates of food including fried dough and salads.
364,image/72.jpg,"A meal containing soda, salad pizza and rice on a table."
365,image/73.jpg,A man riding skis on top of a snow covered slope.
366,image/73.jpg,An adult and child standing in the snow wearing jackets.
367,image/73.jpg,A man and little girl are on skis in the snow.
368,image/73.jpg,A man and a child skiing on a snowy plain.
369,image/73.jpg,a person riding skis on a snowy surface 
370,image/74.jpg,A small boy holding a plate of tasty looking food.
371,image/74.jpg,Boy holding bowl of ice cream sundae up
372,image/74.jpg,A child holding up a red plate full of foo.
373,image/74.jpg,A young man holding a pale of sweet treats.
374,image/74.jpg,A boy showing off a bowl with an ice cream sundae.
375,image/75.jpg,A girl is skateboarding down the Hollywood walk of fame.
376,image/75.jpg,A woman who is skateboarding down the street.
377,image/75.jpg,A woman with glasses and a scarf skateboards along Hollywood's Walk of Fame.
378,image/75.jpg,lady in front of a store standing on a pink skateboard
379,image/75.jpg,A woman is riding her skate board down the sidewalk.
380,image/76.jpg,"Youngster on a skateboard, trying simple tip up stunt."
381,image/76.jpg,Young skateboarder displaying skills on sidewalk near field.
382,image/76.jpg,A person on a skateboard on a street.
383,image/76.jpg,A young boy is performing tricks on a skateboard.
384,image/76.jpg,a little boy that is jumping a skateboard
385,image/77.jpg,Two men on skateboards on  the pavement
386,image/77.jpg,Two young skateboarders are skating near each other.
387,image/77.jpg,Two young men riding skateboards on a sidewalk.
388,image/77.jpg,There are two men riding on their skateboards
389,image/77.jpg,A man and a boy traveling on skateboards.
390,image/78.jpg,Two men riding snowboards in a snow storm down a slope.
391,image/78.jpg,Two people are snowboarding down a hill fast
392,image/78.jpg,Two men use their snowboards to go down a snowy incline.
393,image/78.jpg,two snow boarders skiing down a mountain 
394,image/78.jpg,Two men snow boarding and laughing together on the mountain 
395,image/79.jpg,A little girl posing for a picture while eating food.
396,image/79.jpg,Little girl smiles for the camera as she eats her sandwich
397,image/79.jpg,A young girl smiles while enjoying her meal.
398,image/79.jpg,An Asian child eating a hot dog sitting at a table. 
399,image/79.jpg,A girl eating a hotdog at a wooden table.
400,image/80.jpg,A young boy holding a snow board and a pair of shoes.
401,image/80.jpg,A boy is holding his shoes and a snowboard.
402,image/80.jpg,"A guy smiling, wearing a blue jacket, holding a snowboard. "
403,image/80.jpg,A young man looks delighted with his shiny snowboard.
404,image/80.jpg,Getting geared up to do a little snow boarding.
405,image/81.jpg,Assortment of doughnuts and other snack items on a serving tray.
406,image/81.jpg,there are many different sweets and donuts on display
407,image/81.jpg,A display case at a bakery with different items. 
408,image/81.jpg,A glass bakery case with pastries and several kinds of doughnuts.
409,image/81.jpg,Donuts and pastries sit on trays in a store.
410,image/82.jpg,A little boy sitting on a wooden bench eating half a sandwich.
411,image/82.jpg,a small boy with a green shirt is eating a sandwich
412,image/82.jpg,A young boy sitting on a bench with a sandwich. 
413,image/82.jpg,A little boy holding half a sandwich in each hand.
414,image/82.jpg,A boy is holding a sandwich up to his face.
415,image/83.jpg,Muffins and other pastries on display ground and purchase
416,image/83.jpg,a bunch of baked goods in a plastic shelf
417,image/83.jpg,a bunch of pastries that are in a clear case
418,image/83.jpg,Various muffins and pastries on trays inside plastic cabinets
419,image/83.jpg,Various muffins and pastries lined up in plastic cabinets
420,image/83.jpg,Different types of types of pastries sitting on display together. 
421,image/84.jpg,"A meal at a restaurant of a salad, a toasted sandwich and a pickle"
422,image/84.jpg,A plate of food containing a sandwich and a salad.
423,image/84.jpg,A grilled cheese sandwich with a side of salad and a pickle
424,image/84.jpg,A plate with a sandwich and a pickle
425,image/84.jpg,there is a sandwich and lettuce on a plate
426,image/85.jpg,A table with a coffee and a salad on it.
427,image/85.jpg,A deli lunch for two on a table with drinks
428,image/85.jpg,"A sandwich wrapped in a bag, a to-go coffee cup and a drink sits on top of a white table."
429,image/85.jpg,A sandwich and two coffees sitting on a table.
430,image/85.jpg,In-flight meal of a bagged sandwich and drinks
431,image/86.jpg,A bunch of doughnuts with sprinkles on them
432,image/86.jpg,Tray of chocolate donuts with sprinkles in a display case.
433,image/86.jpg,Donuts on a tray in a display case 
434,image/86.jpg,A display of yummy looking chocolate covered donuts with sprinkles.
435,image/86.jpg,"A tray full of sprinkle covered, chocolate glazed doughnuts."
436,image/87.jpg,A basket ball player is posing in front of a basket.
437,image/87.jpg,A uniformed boy is holding a basketball with his back to the hoop.
438,image/87.jpg,A young man in a green jersey is holding a ball.
439,image/87.jpg,A basketball player holds a basketball for a picture.
440,image/87.jpg,A person with a basketball stands in front of a goal.
441,image/88.jpg,A woman standing in a set suit on a beach holding a surfboard.
442,image/88.jpg,Woman wearing all black holding up a white surfboard. 
443,image/88.jpg,A female surfboarder dressed in black holding a white surfboard.
444,image/88.jpg,a woman wearing a wet suit is holding a white surfboard
445,image/88.jpg,Surfer on a black sand beach holding her board
446,image/89.jpg,A man getting ready to kick a soccer ball.
447,image/89.jpg,A man that is on a soccer field with a ball.
448,image/89.jpg,A man carrying a soccer ball down a field.
449,image/89.jpg,there is a man running on a field with a soccer ball
450,image/89.jpg,The soccer player is bringing back the ball into play.
451,image/90.jpg,Young boy riding large breaking wave in open ocean.
452,image/90.jpg,THIS IS A BLACK AND WHITE PHOTO OF A SURFER
453,image/90.jpg,The surfer in the black and white photo is on a huge wave. 
454,image/90.jpg,A child rides a wave on a surfboard.
455,image/90.jpg,A young child catching a wave while surfing.
456,image/91.jpg,A man kicking a soccer ball whle standing on a field.
457,image/91.jpg,A man kicking a soccerball at a group of people on a field.
458,image/91.jpg,A group of men are playing soccer on a field.
459,image/91.jpg,There are two soccer teams playing a game on the field
460,image/91.jpg,four soccer players in white uniforms one in orange
461,image/92.jpg,A woman standing over a pan filled with food in a kitchen.
462,image/92.jpg,A woman smiling while she prepares a plate of food. 
463,image/92.jpg,a smiling woman standing next to a plate of food she made 
464,image/92.jpg,A woman in a bright pink summer shirt smiles and displays a party platter she has made. 
465,image/92.jpg,a person standing in front of a counter top and a tall pile of food
466,image/93.jpg,A baby in plaid shirt eating a frosted cake.
467,image/93.jpg,The young is enjoying his cake so much its all over him. 
468,image/93.jpg,A toddler eats cake with his hands in his high chair.
469,image/93.jpg,A toddler is getting messy while eating his cake. 
470,image/93.jpg,Baby boy at the table eating cake frosting off his hand.
471,image/94.jpg,A man instructing a group of kids on a soccer field.
472,image/94.jpg,A soccer coach is instructing the children on the field.
473,image/94.jpg,A group of young children standing around a field.
474,image/94.jpg,Dad coaches talking to the little soccer team players on the field
475,image/94.jpg,Pair of adult males with group of small children with soccer balls.
476,image/95.jpg,Man sitting at a small table behind a pizza.
477,image/95.jpg,A man sitting at a table with lots of food in front of him.
478,image/95.jpg,Friends about to enjoy fresh pizza and coffee at a restaurant
479,image/95.jpg,The Asian man is deciding what to eat on the plate.
480,image/95.jpg,A man sits at the table with a large pizza on it.
